Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2014-08-19,595.59,597.81,594.44,597.11,1043200,0,1,595.59,597.81,594.44,597.11,1043200
2014-08-18,587.1,595.05,586.55,592.7,1466000,0,1,587.1,595.05,586.55,592.7,1466000
2014-08-15,587.5,589.47,580.76,583.71,1723400,0,1,587.5,589.47,580.76,583.71,1723400
2014-08-14,586.69,587.8,580.92,584.65,1272900,0,1,586.69,587.8,580.92,584.65,1272900
2014-08-13,576.45,586.125,575.2,584.56,1899400,0,1,576.45,586.125,575.2,584.56,1899400
2014-08-12,575,575.9,569.91,572.12,1394500,0,1,575,575.9,569.91,572.12,1394500
2014-08-11,579,579.69,575.298,577.25,1171300,0,1,579,579.69,575.298,577.25,1171300
2014-08-08,572.02,579.5639,569.02,577.94,1493300,0,1,572.02,579.5639,569.02,577.94,1493300
2014-08-07,576.05,578.31,569.43,571.81,1163000,0,1,576.05,578.31,569.43,571.81,1163000
2014-08-06,569.5,578.644,567.45,574.49,1322800,0,1,569.5,578.644,567.45,574.49,1322800
2014-08-05,579.38,580.2,570.31,573.14,1643800,0,1,579.38,580.2,570.31,573.14,1643800
2014-08-04,576.51,583.82,572.26,582.27,1519400,0,1,576.51,583.82,572.26,582.27,1519400
2014-08-01,578.555,583.43,570.3,573.6,2213300,0,1,578.555,583.43,570.3,573.6,2213300
2014-07-31,588.96,591.9899,577.68,579.55,2309500,0,1,588.96,591.9899,577.68,579.55,2309500
2014-07-30,595.81,598.45,592.7,595.44,1215100,0,1,595.81,598.45,592.7,595.44,1215100
2014-07-29,597.7,598.49,592.17,593.95,1366600,0,1,597.7,598.49,592.17,593.95,1366600
2014-07-28,597.75,601.098,592.59,599.02,1358100,0,1,597.75,601.098,592.59,599.02,1358100
2014-07-25,599.25,601,595.75,598.08,1360000,0,1,599.25,601,595.75,598.08,1360000
2014-07-24,605.53,608.91,601,603.01,1355000,0,1,605.53,608.91,601,603.01,1355000
2014-07-23,602.05,607.05,601.35,605.19,1106000,0,1,602.05,607.05,601.35,605.19,1106000
2014-07-22,599.7,608.89,599.2576,603.57,1881600,0,1,599.7,608.89,599.2576,603.57,1881600
2014-07-21,601.35,604.16,594.45,598.44,2237900,0,1,601.35,604.16,594.45,598.44,2237900
2014-07-18,603.01,606.7,590.92,605.11,4871600,0,1,603.01,606.7,590.92,605.11,4871600
2014-07-17,588.97,589.5,576.85,580.82,2935300,0,1,588.97,589.5,576.85,580.82,2935300
2014-07-16,596.89,597,590.25,590.62,1440800,0,1,596.89,597,590.25,590.62,1440800
2014-07-15,595.15,595.2999,585.31,593.06,1673800,0,1,595.15,595.2999,585.31,593.06,1673800
2014-07-14,590.6,594.86,586.693,594.26,1951600,0,1,590.6,594.86,586.693,594.26,1951600
2014-07-11,581,588.23,580.575,586.65,1511600,0,1,581,588.23,580.575,586.65,1511600
2014-07-10,573,585.25,572.1001,580.04,1436200,0,1,573,585.25,572.1001,580.04,1436200
2014-07-09,578.95,584.1,577,583.36,1372800,0,1,578.95,584.1,577,583.36,1372800
2014-07-08,586.365,587.97,574,578.4,2125200,0,1,586.365,587.97,574,578.4,2125200
2014-07-07,593.51,595.645,587.94,590.76,1336700,0,1,593.51,595.645,587.94,590.76,1336700
2014-07-03,591.7,594.25,589,593.08,898900,0,1,591.7,594.25,589,593.08,898900
2014-07-02,592.26,594.15,589.11,590.78,1195800,0,1,592.26,594.15,589.11,590.78,1195800
2014-07-01,587.65,593.66,586.29,591.49,1643200,0,1,587.65,593.66,586.29,591.49,1643200
2014-06-30,586.76,587.71,583.29,584.67,1478900,0,1,586.76,587.71,583.29,584.67,1478900
2014-06-27,585.45,587.88,582.62,585.69,2021300,0,1,585.45,587.88,582.62,585.69,2021300
2014-06-26,589.3,589.6,579.6,584.77,2002300,0,1,589.3,589.6,579.6,584.77,2002300
2014-06-25,573.55,587.3,573.26,585.93,2114700,0,1,573.55,587.3,573.26,585.93,2114700
2014-06-24,574.22,582.25,569.16,572.54,2844300,0,1,574.22,582.25,569.16,572.54,2844300
2014-06-23,564.35,574.44,563.5,574.29,1722800,0,1,564.35,574.44,563.5,574.29,1722800
2014-06-20,566.45,566.77,559.37,566.52,3160600,0,1,566.45,566.77,559.37,566.52,3160600
2014-06-19,561.15,565,556.6679,564.99,2627400,0,1,561.15,565,556.6679,564.99,2627400
2014-06-18,552.8,561.4,551.58,560.66,2060600,0,1,552.8,561.4,551.58,560.66,2060600
2014-06-17,552.36,553.74,547.47,550.615,1477600,0,1,552.36,553.74,547.47,550.615,1477600
2014-06-16,557.25,557.99,550,552.3,1938500,0,1,557.25,557.99,550,552.3,1938500
2014-06-13,560.08,560.65,553.72,560.35,1353300,0,1,560.08,560.65,553.72,560.35,1353300
2014-06-12,567,567,557.15,559.5,1546500,0,1,567,567,557.15,559.5,1546500
2014-06-11,565.92,568.97,563.68,567.5,1129000,0,1,565.92,568.97,563.68,567.5,1129000
2014-06-10,568.78,572,566.13,568.3,1483800,0,1,568.78,572,566.13,568.3,1483800
2014-06-09,566.75,572,565.22,570.73,1529700,0,1,566.75,572,565.22,570.73,1529700
2014-06-06,568.16,568.7999,559.58,566.03,1740200,0,1,568.16,568.7999,559.58,566.03,1740200
2014-06-05,557.11,565,555.05,564.93,1793400,0,1,557.11,565,555.05,564.93,1793400
2014-06-04,551.52,558.58,548.56,553.76,1729100,0,1,551.52,558.58,548.56,553.76,1729100
2014-06-03,560.9,562.4,552.5275,554.51,2031300,0,1,560.9,562.4,552.5275,554.51,2031300
2014-06-02,569.75,570.41,556.7,564.34,1660500,0,1,569.75,570.41,556.7,564.34,1660500
2014-05-30,571.64,572.58,565.79,571.65,1871700,0,1,571.64,572.58,565.79,571.65,1871700
2014-05-29,573.39,573.48,568.4525,570.56,1411100,0,1,573.39,573.48,568.4525,570.56,1411100
2014-05-28,574.57,577.66,569.952,570.45,1581600,0,1,574.57,577.66,569.952,570.45,1581600
2014-05-27,567.78,574.87,564.15,574.87,2185800,0,1,567.78,574.87,564.15,574.87,2185800
2014-05-23,558.13,565,554.17,563.8,2672500,0,1,558.13,565,554.17,563.8,2672500
2014-05-22,552.2,557.96,551,555.45,2149700,0,1,552.2,557.96,551,555.45,2149700
2014-05-21,542.9,549.75,542.11,549.7,1564700,0,1,542.9,549.75,542.11,549.7,1564700
2014-05-20,540,546.35,536.57,540.39,2425300,0,1,540,546.35,536.57,540.39,2425300
2014-05-19,528.88,539.35,525.66,538.83,1976500,0,1,528.88,539.35,525.66,538.83,1976500
2014-05-16,529.6,530.84,523.57,528.3,1907700,0,1,529.6,530.84,523.57,528.3,1907700
2014-05-15,533.14,533.9999,525.31,529.12,1832900,0,1,533.14,533.9999,525.31,529.12,1832900
2014-05-14,541.82,541.82,533.11,534.41,1280900,0,1,541.82,541.82,533.11,534.41,1280900
2014-05-13,539.58,543.99,537.9,541.54,2012000,0,1,539.58,543.99,537.9,541.54,2012000
2014-05-12,531.84,538.75,527.51,538.43,1948400,0,1,531.84,538.75,527.51,538.43,1948400
2014-05-09,518.65,527.35,514.28,526.62,2261200,0,1,518.65,527.35,514.28,526.62,2261200
2014-05-08,515.72,527.35,514.46,520.17,2452000,0,1,515.72,527.35,514.46,520.17,2452000
2014-05-07,523.25,524.43,511.09,518,3074300,0,1,523.25,524.43,511.09,518,3074300
2014-05-06,533.41,534.548,522.2601,522.57,1835000,0,1,533.41,534.548,522.2601,522.57,1835000
2014-05-05,530.24,535.72,527.58,535.33,1228400,0,1,530.24,535.72,527.58,535.33,1228400
2014-05-02,541.44,542.4,533.27,533.87,1780800,0,1,541.44,542.4,533.27,533.87,1780800
2014-05-01,534.25,539.91,532.86,538.53,2004300,0,1,534.25,539.91,532.86,538.53,2004300
2014-04-30,535.12,536.34,529.09,534.88,2038500,0,1,535.12,536.34,529.09,534.88,2038500
2014-04-29,523.89,537.76,523,536.33,2535200,0,1,523.89,537.76,523,536.33,2535200
2014-04-28,525.8,525.9,511,522.98,3752800,0,1,525.8,525.9,511,522.98,3752800
2014-04-25,532.26,533.86,522.5,523.1,2370000,0,1,532.26,533.86,522.5,523.1,2370000
2014-04-24,541.69,542.5,531,534.44,2067400,0,1,541.69,542.5,531,534.44,2067400
2014-04-23,543.67,544.8,528.1277,537.51,1955700,0,1,543.67,544.8,528.1277,537.51,1955700
2014-04-22,536,547.995,536,545.5,2331100,0,1,536,547.995,536,545.5,2331100
2014-04-21,544,544,534,539.37,2425100,0,1,544,544,534,539.37,2425100
2014-04-17,556.32,557,539.4,543.34,5614700,0,1,556.32,557,539.4,543.34,5614700
2014-04-16,557.7,564,553.1,563.9,4582200,0,1,557.7,564,553.1,563.9,4582200
2014-04-15,551,552.89,530.64,548.7,3997800,0,1,551,552.89,530.64,548.7,3997800
2014-04-14,543.66,553.02,540.52,545.2,2541200,0,1,543.66,553.02,540.52,545.2,2541200
2014-04-11,537.94,547.59,533.4,537.76,3174700,0,1,537.94,547.59,533.4,537.76,3174700
2014-04-10,568,568.21,545.5,546.69,3294500,0,1,568,568.21,545.5,546.69,3294500
2014-04-09,565.84,567.8,555.38,567.04,3031600,0,1,565.84,567.8,555.38,567.04,3031600
2014-04-08,545.05,559.88,544.7,557.51,3482500,0,1,545.05,559.88,544.7,557.51,3482500
2014-04-07,544.79,549.85,530.53,540.63,3961600,0,1,544.79,549.85,530.53,540.63,3961600
2014-04-04,578.55,579.7173,544.494,545.25,5363700,0,1,578.55,579.7173,544.494,545.25,5363700
2014-04-03,573.39,588.3,566.01,571.5,4018300,567.9716684979,1,573.39,588.3,566.01,571.5,4018300
2014-04-02,1141.9,1144.8,1124,1135.1,4168000,0,1,572.71792537,574.1724152409,563.740212029,569.3073973969,4168000
2014-04-01,1120.27,1137.5,1118,1134.89,2181000,0,1,561.8694371261,570.5111131521,560.7309226409,569.2020722683,2181000
2014-03-31,1130.4,1135,1112.85,1114.51,3880700,0,1,566.9501207096,569.2572425737,558.1479492495,558.9805193135,3880700
2014-03-28,1119,1133.19,1117.77,1120.15,4513200,0,1,561.2324708723,568.349440275,560.6155665477,561.8092513383,4513200
2014-03-27,1130.85,1131.94,1102.1,1114.28,7636700,0,1,567.1758174137,567.7225049858,552.7563057626,558.8651632203,7636700
2014-03-26,1162.01,1171.57,1131.5,1131.97,5154800,0,1,582.8040603023,587.5988613939,567.501823764,567.7375514328,5154800
2014-03-25,1166,1169.84,1147,1158.72,4815500,0,1,584.8052377454,586.7311829537,575.2758213498,581.1539666212,4815500
2014-03-24,1184.19,1184.9,1145.95,1157.93,6068100,0,1,593.9284000735,594.2844993177,574.7491957069,580.7577435184,6068100
2014-03-21,1206.31,1209.63,1182.45,1183.04,6410500,0,1,605.0226469508,606.6877870788,593.0557061509,593.3516196074,6410500
2014-03-20,1199.95,1209.61,1195.36,1197.16,3366000,0,1,601.8328001994,606.6777561142,599.5306938176,600.433480634,3366000
2014-03-19,1211.8,1211.99,1194.41,1199.25,3222500,0,1,607.7761467408,607.8714409048,599.0542229978,601.4817164375,3222500
2014-03-18,1194.67,1211.53,1193.06,1211.26,3626300,0,1,599.1846255379,607.6407287184,598.3771328855,607.5053106959,3626300
2014-03-17,1179.25,1197.07,1178.11,1192.1,4319800,0,1,591.4507518106,600.3883412932,590.8789868269,597.8956465834,4319800
2014-03-14,1181.99,1190.87,1172.53,1172.8,4583200,0,1,592.8249939645,597.2787422588,588.080347696,588.2157657185,4583200
2014-03-13,1207.95,1210.5,1184.76,1189.06,4686500,0,1,605.8451860502,607.1241340401,594.2142825653,596.3709399601,4686500
2014-03-12,1196.4,1207.85,1184.19,1207.3,3924600,0,1,600.0523039782,605.795031227,593.9284000735,605.5191796998,3924600
2014-03-11,1213.77,1214.32,1196.64,1199.99,3422500,0,1,608.7641967566,609.0400482838,600.1726755537,601.8528621287,3422500
2014-03-10,1215.69,1217.64,1204.09,1211.57,2426700,0,1,609.7271693608,610.7051884119,603.9092098772,607.6607906476,2426700
2014-03-07,1226.8,1226.99,1211.44,1214.79,3027100,0,1,615.299370211,615.3946643749,607.5955893776,609.2757759526,3027100
2014-03-06,1222.28,1226.14,1218.6,1219.61,2533600,0,1,613.0323722053,614.9683483783,611.186674714,611.6932384276,2533600
2014-03-05,1215.05,1223.08,1211.41,1218.26,2468100,0,1,609.4061784927,613.4336107904,607.5805429306,611.0161483153,2468100
2014-03-04,1215,1216,1209.5,1214.91,2932400,0,1,609.3811010811,609.8826493125,606.6225858088,609.3359617403,2932400
2014-03-03,1206.75,1207.84,1192.14,1202.69,4205300,0,1,605.2433281726,605.7900157447,597.9157085126,603.2070423533,4205300
2014-02-28,1220.34,1224.19,1206.22,1215.65,4622500,0,1,612.0593686365,613.9903293272,604.97750761,609.7071074315,4622500
2014-02-27,1218.39,1224.24,1217.01,1219.21,2517400,0,1,611.0813495854,614.0154067387,610.3892130261,611.4926191351,2517400
2014-02-26,1224,1228.88,1213.76,1220.17,3960400,0,1,613.8950351632,616.3425905322,608.7591812743,611.9741054372,3960400
2014-02-25,1215.94,1224.5,1210.42,1220,2874500,0,1,609.8525564186,614.1458092789,607.0840101816,611.8888422379,2874500
2014-02-24,1205.36,1220.16,1205.1,1212.51,3345200,0,1,604.546176131,611.9690899549,604.4157735908,608.1322459851,3345200
2014-02-21,1207.81,1209.87,1202.84,1203.79,3720800,0,1,605.7749692978,606.8081586544,603.282274588,603.7587454078,3720800
2014-02-20,1203.14,1206.88,1200.22,1204.11,3398100,0,1,603.4327390574,605.3085294426,601.9682182219,603.9192408418,3398100
2014-02-19,1205.3,1209.22,1197.5,1202.34,4202900,0,1,604.5160832371,606.482152304,600.6040070326,603.0315004723,4202900
2014-02-18,1201.41,1212.87,1200,1210.88,4213500,0,1,602.5650606172,608.3128033484,601.857877611,607.314722368,4213500
2014-02-14,1195.61,1204.39,1192.8,1202.8,4369000,0,1,599.6560808754,604.0596743466,598.2467303453,603.2622126588,4369000
2014-02-13,1180.75,1199.9,1179.66,1199.9,3669100,0,1,592.2030741577,601.8077227879,591.6563865855,601.8077227879,3669100
2014-02-12,1189,1190,1181.38,1186.69,3445500,0,1,596.3408470662,596.8423952976,592.5190495434,595.1822706518,3445500
2014-02-11,1180.17,1191.87,1172.21,1190.18,4097400,0,1,591.9121761835,597.7802904902,587.919852262,596.9326739792,4097400
2014-02-10,1171.8,1182.4,1169.02,1172.93,3886500,0,1,587.7142174871,593.0306287394,586.319913404,588.2809669886,3886500
2014-02-07,1167.63,1177.9,1160.56,1177.44,5267100,0,1,585.6227613624,590.7736616983,582.0768153669,590.5429495119,5267100
2014-02-06,1151.13,1160.16,1147.55,1159.96,3889300,0,1,577.3472155453,581.8761960743,575.5516728771,581.775886428,3889300
2014-02-05,1143.38,1150.77,1128.02,1143.2,4784200,0,1,573.4602167524,577.166658182,565.756435919,573.3699380707,4784200
2014-02-04,1137.99,1155,1137.01,1138.16,5618100,0,1,570.7568717855,579.2882072006,570.2653545187,570.8421349848,5618100
2014-02-03,1179.2,1181.72,1132,1133.43,9129000,0,1,591.4256743991,592.6895759421,567.7525978797,568.4698118505,9129000
2014-01-31,1171.35,1186.54,1151.13,1180.97,11121400,0,1,587.488520783,595.1070384171,577.3472155453,592.3134147686,11121400
2014-01-30,1145,1152.49,1127.25,1135.39,10172600,0,1,574.2727248872,578.0293211399,565.3702437808,569.452846384,10172600
2014-01-29,1119.12,1121.75,1099.42,1106.92,4755000,0,1,561.29265666,562.6117285085,551.4121565026,555.1737682376,4755000
2014-01-28,1110.32,1125.75,1109.94,1123.01,4415900,0,1,556.8790322242,564.6179214338,556.6884438963,563.2436792799,4415900
2014-01-27,1126.1,1126.5,1082.27,1101.23,8698400,0,1,564.7934633148,564.9940826073,542.810604335,552.3199588013,8698400
2014-01-24,1151.01,1153.54,1123,1123.83,7777200,0,1,577.2870297575,578.5559467828,563.2386637976,563.6549488296,7777200
2014-01-23,1160,1162.49,1154.37,1160.1,3894300,0,1,581.7959483573,583.0448034533,578.9722318148,581.8461031804,3894300
2014-01-22,1166.61,1167.89,1158.86,1165.02,3139600,0,1,585.1111821665,585.7531639026,581.2241833736,584.3137204786,3139600
2014-01-21,1160.93,1164,1151.3,1163.7,3955800,0,1,582.2623882124,583.8021412827,577.4324787446,583.6516768133,3955800
2014-01-17,1156.85,1160.63,1144.2,1150.53,5397100,0,1,580.2160714286,582.111923743,573.8714863021,577.0462866065,5397100
2014-01-16,1149.1,1157.93,1148,1156.22,3364400,0,1,576.3290726357,580.7577435184,575.7773695812,579.9000960428,3364400
2014-01-15,1152.99,1155,1143.79,1148.62,3896400,0,1,578.2800952556,579.2882072006,573.6658515272,576.0883294846,3896400
2014-01-14,1137.95,1151,1128.09,1149.4,4960200,0,1,570.7368098562,577.2820142752,565.7915442952,576.4795371051,4960200
2014-01-13,1126.47,1146.91,1117.17,1122.98,4832900,0,1,564.9790361604,575.230682009,560.3146376089,563.228632833,4832900
2014-01-10,1139.08,1139.08,1122.25,1130.18,4282700,0,1,571.3035593576,571.3035593576,562.8625026241,566.8397800987,4282700
2014-01-09,1143.44,1144.22,1125.56,1130.24,4164800,0,1,573.4903096463,573.8815172667,564.5226272699,566.8698729925,4164800
2014-01-08,1146,1147.32,1133.29,1141.23,4480500,0,1,574.7742731185,575.4363167839,568.3995950981,572.381888055,4480500
2014-01-07,1125,1139.69,1121.16,1138.86,5100000,0,1,564.2417602603,571.6095037787,562.315815052,571.1932187467,5100000
2014-01-06,1113.01,1118.86,1106.44,1117.32,3535000,0,1,558.2281969665,561.1622541199,554.9330250866,560.3898698436,3535000
2014-01-03,1115,1116.93,1104.93,1105,3330000,0,1,559.2262779469,560.1942660334,554.1756872573,554.2107956335,3330000
2014-01-02,1115.46,1117.75,1108.26,1113.12,3639100,0,1,559.4569901333,560.6055355831,555.8458428676,558.283367272,3639100
2013-12-31,1112.24,1121,1106.26,1120.71,2713000,0,1,557.8420048284,562.2355673349,554.842746405,562.0901183479,2713000
2013-12-30,1120.34,1120.5,1109.02,1109.46,2469700,0,1,561.9045455023,561.9847932193,556.2270195235,556.4477007453,2469700
2013-12-27,1120,1120.28,1112.94,1118.4,3136200,0,1,561.7340191036,561.8744526084,558.1930885903,560.9315419335,3136200
2013-12-26,1114.01,1119,1108.69,1117.46,2672900,0,1,558.7297451979,561.2324708723,556.0615086071,560.460086596,2672900
2013-12-24,1114.97,1115.24,1108.1,1111.84,1466900,0,1,559.2112314999,559.3466495224,555.7655951506,557.6413855358,1466900
2013-12-23,1107.84,1115.8,1105.12,1115.1,3439700,0,1,555.6351926105,559.627516532,554.2709814212,559.27643277,3439700
2013-12-20,1088.3,1101.17,1088,1100.62,6516600,0,1,545.83494017,552.2898659074,545.6844757006,552.0140143802,6516600
2013-12-19,1080.77,1091.99,1079.08,1086.22,3328000,0,1,542.058281988,547.6856531437,541.2106654771,544.7917198489,3328000
2013-12-18,1071.85,1084.95,1059.04,1084.75,4416100,0,1,537.5844717645,544.154753595,531.159638921,544.0544439488,4416100
2013-12-17,1072.82,1080.76,1068.38,1069.86,3068300,0,1,538.0709735489,542.0532665057,535.8440994017,536.5863907841,3068300
2013-12-16,1064,1074.69,1062.01,1072.98,3200700,0,1,533.6473181484,539.0088687415,532.649237168,538.1512212659,3200700
2013-12-13,1075.4,1076.29,1057.88,1060.79,4320400,0,1,539.3649679857,539.8113459116,530.5778429726,532.0373483258,4320400
2013-12-12,1079.57,1082.94,1069,1069.96,3189800,0,1,541.4564241104,543.14664165,536.1550593051,536.6365456072,3189800
2013-12-11,1087.4,1091.32,1075.17,1077.29,3420100,0,1,545.3835467618,547.3496158287,539.2496118925,540.312894143,3420100
2013-12-10,1076.15,1092.31,1075.65,1084.66,3704000,0,1,539.7411291592,547.8461485777,539.4903550436,544.009304608,3704000
2013-12-09,1070.99,1082.31,1068.02,1078.14,2962200,0,1,537.1531402855,542.8306662643,535.6635420384,540.7392101396,2962200
2013-12-06,1069.79,1070,1060.08,1069.87,2854700,0,1,536.5512824079,536.6566075365,531.6812490816,536.5914062664,2854700
2013-12-05,1057.2,1059.66,1051.09,1057.34,2265100,0,1,530.2367901753,531.4705988244,527.1723304818,530.3070069277,2265100
2013-12-04,1051.37,1063.98,1050,1058.18,2380800,0,1,527.3127639866,533.6372871838,526.6256429096,530.728307442,2380800
2013-12-03,1050.95,1063.44,1049.02,1053.26,3348800,0,1,527.1021137294,533.3664511389,526.1341256429,528.2606901438,3348800
2013-12-02,1063.51,1066.35,1050.76,1054.48,2743600,0,1,533.4015595151,534.8259564921,527.0068195654,528.872578986,2743600
2013-11-29,1062.16,1066.62,1059.45,1059.59,2383200,0,1,532.7244694028,534.9613745145,531.3652736958,531.4354904482,2383200
2013-11-27,1062.03,1068,1060,1063.11,2244900,0,1,532.6592681327,535.6535110738,531.6411252231,533.2009402225,2244900
2013-11-26,1048.6,1061.5,1042.94,1058.41,4568000,0,1,525.9234753857,532.3934475701,523.0847123963,530.8436635352,4568000
2013-11-25,1037.16,1053.19,1035.02,1045.93,3222700,0,1,520.1857636192,528.2255817676,519.1124504041,524.5843416081,3222700
2013-11-22,1033.42,1036.17,1029.22,1031.89,2505800,0,1,518.309973234,519.6892308702,516.2034706623,517.54260444,2505800
2013-11-21,1027,1038.31,1026,1034.07,2181400,0,1,515.0900335887,520.7625440852,514.5884853574,518.6359795843,2181400
2013-11-20,1029.95,1033.36,1020.36,1022.31,1925400,0,1,516.5696008712,518.2798803401,511.7597533326,512.7377723838,1925400
2013-11-19,1031.72,1034.75,1023.05,1025.2,2260900,0,1,517.4573412407,518.9770323817,513.1089180749,514.1872467723,2260900
2013-11-18,1035.75,1048.74,1029.24,1031.55,3515800,0,1,519.478580613,525.9936921381,516.213501627,517.3720780414,3515800
2013-11-15,1034.87,1038,1030.31,1033.56,2550000,0,1,519.0372181694,520.6070641335,516.7501582345,518.3801899864,2550000
2013-11-14,1033.92,1039.75,1030.35,1035.23,2331000,0,1,518.5607473496,521.4847735384,516.7702201637,519.2177755327,2331000
2013-11-13,1006.75,1032.85,1006.5,1032.47,3155600,0,1,504.9336819041,518.0240907421,504.8082948462,517.8335024142,3155600
2013-11-12,1007.7,1017.56,1005,1011.78,2433700,0,1,505.4101527238,510.3554182849,504.0559724992,507.4564695077,2433700
2013-11-11,1009.51,1015.93,1008,1010.59,2222900,0,1,506.3179550226,509.5378946678,505.5606171932,506.8596271124,2222900
2013-11-08,1008.75,1018.5,1008.5,1016.03,2579000,0,1,505.9367783667,510.8268736223,505.8113913089,509.5880494909,2579000
2013-11-07,1022.61,1023.93,1007.64,1007.95,3355800,0,1,512.8882368532,513.5502805185,505.38005983,505.5355397817,3355800
2013-11-06,1025.6,1027,1015.37,1022.75,1823900,0,1,514.3878660649,515.0900335887,509.2570276582,512.9584536055,1823900
2013-11-05,1020.35,1031.65,1017.42,1021.52,2360400,0,1,511.7547378503,517.4222328645,510.2852015325,512.341549281,2360400
2013-11-04,1031.5,1032.37,1022.03,1026.11,2275300,0,1,517.3470006298,517.7833475911,512.597338879,514.6436556629,2275300
2013-11-01,1031.79,1036,1025.1,1027.04,2564000,0,1,517.4924496169,519.6039676708,514.1370919492,515.110095518,2564000
2013-10-31,1028.93,1041.52,1023.97,1030.58,3276700,0,1,516.0580216752,522.3725139078,513.5703424478,516.885576257,3276700
2013-10-30,1037.43,1037.51,1026,1030.42,2645500,0,1,520.3211816417,520.3613055002,514.5884853574,516.8053285399,2645500
2013-10-29,1019.1,1036.94,1013.5,1036.24,3206700,0,1,511.1278025611,520.0754230083,508.3191324656,519.7243392464,3206700
2013-10-28,1015.2,1023.43,1012.98,1015,2315000,0,1,509.1717644589,513.2995064029,508.0583273853,509.0714548126,2315000
2013-10-25,1028.82,1028.82,1010.74,1015.2,4056900,0,1,516.0028513698,516.0028513698,506.9348593471,509.1717644589,4056900
2013-10-24,1031.87,1040.57,1024.8,1025.55,4180000,0,1,517.5325734754,521.8960430881,513.9866274798,514.3627886533,4180000
2013-10-23,1001,1034.75,1000.63,1031.41,5321000,0,1,502.0497795738,518.9770323817,501.8642067282,517.301861289,5321000
2013-10-22,1005,1013,995.791,1007,4412700,0,1,504.0559724992,508.06835835,499.4372148368,505.0590689619,4412700
2013-10-21,1011.46,1019,999.55,1003.3,7249300,0,1,507.2959740737,511.077647738,501.3225346384,503.2033405059,7249300
2013-10-18,976.58,1015.46,974,1011.41,23109600,0,1,489.8019717645,509.3021669991,488.5079773276,507.2708966621,23109600
2013-10-17,892.99,896.9,885.73,888.794,8504600,0,1,447.8775551065,449.8386086911,444.236314947,445.7730587278,8504600
2013-10-16,885.87,898.33,884.01,898.029,4011100,0,1,444.3065316994,450.5558226619,443.3736519891,450.4048566443,4011100
2013-10-15,875.76,885.63,874,882.01,3180600,0,1,439.2358790805,444.1861601239,438.3531541933,442.3705555264,3180600
2013-10-14,866.66,876.25,865.39,876.11,2484700,0,1,434.6717901753,439.4816377139,434.0348239215,439.4114209615,2484700
2013-10-11,866.03,873.48,865.3,871.99,2814900,0,1,434.3558147895,438.092349113,433.9896845807,437.3450422483,2814900
2013-10-10,863.84,868.83,860.21,868.24,4506000,0,1,433.2574241629,435.7601498373,431.4368040831,435.4642363808,4506000
2013-10-09,856.28,862.65,842.98,855.86,5297200,0,1,429.465719534,432.6605817676,422.7951280571,429.2550692768,5297200
2013-10-08,865.32,865.98,851.63,853.67,3883500,0,1,433.9997155453,434.330737378,427.1335202582,428.1566786502,3883500
2013-10-07,867.45,873.99,864.11,865.74,2584600,0,1,435.0680132781,438.348138711,433.3928421854,434.2103658025,2584600
2013-10-04,875,877.5099,870,872.35,2713200,0,1,438.8547024247,440.1135383305,436.346961268,437.5255996116,2713200
2013-10-03,888,894.1,872.1,876.09,4229700,0,1,445.3748294321,448.4342736433,437.4002125538,439.4013899969,4229700
2013-10-02,882.73,889.355,877.82,887.99,2987600,0,1,442.731670253,446.0544272856,440.2690684371,445.3698139498,2987600
2013-10-01,880.25,887.67,880.05,887.004,3366200,0,1,441.4878306392,445.2093185158,441.387520993,444.8752873937,3366200
2013-09-30,869.08,880.84,868.31,875.91,3441300,0,1,435.8855368951,441.7837440957,435.499344757,439.3111113152,3441300
2013-09-27,874.82,877.52,871.31,876.39,2515000,0,1,438.764423743,440.1186039677,437.003989451,439.5518544663,2515000
2013-09-26,878.3,882.75,875,878.17,2517200,0,1,440.5098115881,442.7417012176,438.8547024247,440.444610318,2517200
2013-09-25,886.55,886.55,875.6,877.23,3294700,0,1,444.6475844967,444.6475844967,439.1556313635,439.9731549806,3294700
2013-09-24,886.5,890.1,881.4,886.84,2970600,0,1,444.6225070851,446.428080718,442.0646111053,444.7930334838,2970600
2013-09-23,896.15,901.59,885.2,886.5,3551200,0,1,449.4624475176,452.1908698961,443.9704943844,444.6225070851,3551200
2013-09-20,898.39,904.13,895.62,903.11,8681900,0,1,450.5859155558,453.4648024037,449.196626955,452.9532232077,8681900
2013-09-19,905.99,905.99,895.4,898.39,3192600,0,1,454.397682114,454.397682114,449.0862863441,450.5859155558,3192600
2013-09-18,886.35,903.97,883.0701,903.32,3865500,0,1,444.5472748504,453.3845546867,442.9022468064,453.0585483363,3865500
2013-09-17,887.41,888.395,881,886.11,2516200,0,1,445.0789159756,445.5729409835,441.8639918127,444.4269032749,2516200
2013-09-16,896.2,897,884.87,887.76,2670300,0,1,449.4875249291,449.8887635142,443.804983468,445.2544578566,2670300
2013-09-13,894.5,895.68,884.84,889.068,2648100,0,1,448.6348929359,449.2267198489,443.7899370211,445.9104829432,2648100
2013-09-12,897.4,897.9,890.01,893.064,2188800,0,1,450.0893828068,450.3401569224,446.3829413771,447.9146696757,2188800
